"","c..d1.MZ619041.1....d1.MZ229304.1....d1.MZ229305.1....d1.MZ312926.1..."
"7044","d2.EU660417.1"
"7045","d2.EU660406.1"
"7046","d2.EU677138.1"
"7047","d2.EU660404.1"
"7048","d2.EU660416.1"
"7049","d2.EU677137.1"
"7050","d2.EU677142.1"
"7051","d2.EU660414.1"
"7052","d2.EU677144.1"
"7053","d2.EU677143.1"
"7054","d2.EU677148.1"
"7055","d2.EU677141.1"
"7056","d2.EU677147.1"
"7057","d2.EU687199.1"
"7058","d2.EU687212.1"
"7059","d2.EU677145.1"
"7060","d2.EU677146.1"
"7061","d2.EU677149.1"
"7062","d2.EU687215.1"
"7063","d2.EU687213.1"
"7064","d2.EU687216.1"
"7065","d2.EU687214.1"
"7066","d2.EU687222.1"
"7067","d2.EU687224.1"
"7068","d2.EU687225.1"
"7069","d2.EU687220.1"
"7070","d2.EU687227.1"
"7071","d2.EU687217.1"
"7072","d2.EU687223.1"
"7073","d2.EU687230.1"
"7074","d2.EU687231.1"
"7075","d2.EU687229.1"
"7076","d2.EU687228.1"
"7077","d2.EU687232.1"
"7078","d2.EU687236.1"
"7079","d2.EU687235.1"
"7080","d2.EU687237.1"
"7081","d2.EU687240.1"
"7082","d2.EU687243.1"
"7083","d2.EU687242.1"
"7084","d2.EU687244.1"
"7085","d2.EU687245.1"
"7086","d2.EU687241.1"
"7087","d2.EU687238.1"
"7088","d2.EU687248.1"
"7089","d2.EU687246.1"
"7090","d2.EU596483.1"
"7091","d2.EU596485.1"
"7092","d2.EU596484.1"
"7093","d2.EU687249.1"
"7094","d2.EU687250.1"
"7095","d2.EU596486.1"
"7096","d2.EU596488.1"
"7097","d2.EU596487.1"
"7098","d2.EU596495.1"
"7099","d2.EU596496.1"
"7100","d2.EU596497.1"
"7101","d2.EU596498.1"
"7102","d2.EU596491.1"
"7103","d2.EU596490.1"
"7104","d2.EU596489.1"
"7105","d2.EU596499.1"
"7106","d2.EU569693.1"
"7107","d2.EU569694.1"
"7108","d2.EU569695.1"
"7109","d2.EU569697.1"
"7110","d2.EU569692.1"
"7111","d2.EU621672.1"
"7112","d2.EU596500.1"
"7113","d2.EU569696.1"
"7114","d2.EU569703.1"
"7115","d2.EU569702.1"
"7116","d2.EU569704.1"
"7117","d2.EU569700.1"
"7118","d2.EU569698.1"
"7119","d2.EU569699.1"
"7120","d2.EU569705.1"
"7121","d2.EU569701.1"
"7122","d2.EU569710.1"
"7123","d2.EU569709.1"
"7124","d2.EU569706.1"
"7125","d2.EU569707.1"
"7126","d2.EU569713.1"
"7127","d2.EU569712.1"
"7128","d2.EU569711.1"
"7129","d2.EU569708.1"
"7130","d2.EU569715.1"
"7131","d2.EU569714.1"
"7132","d2.EU569717.1"
"7133","d2.EU569716.1"
"7134","d2.EU569720.1"
"7135","d2.EU529694.1"
"7136","d2.EU569721.1"
"7137","d2.EU569718.1"
"7138","d2.EU569719.1"
"7139","d2.EU529700.1"
"7140","d2.EU529695.1"
"7141","d2.EU482445.1"
"7142","d2.EU482446.1"
"7143","d2.EU529693.1"
"7144","d2.EU482448.1"
"7145","d2.EU529701.1"
"7146","d2.EU482444.1"
"7147","d2.EU529706.1"
"7148","d2.EU482450.1"
"7149","d2.EU482451.1"
"7150","d2.EU482464.1"
"7151","d2.EU482466.1"
"7152","d2.EU482447.1"
"7153","d2.EU482449.1"
"7154","d2.EU482463.1"
"7155","d2.EU482465.1"
"7156","d2.EU482471.1"
"7157","d2.EU482467.1"
"7158","d2.EU482469.1"
"7159","d2.EU482474.1"
"7160","d2.EU482472.1"
"7161","d2.EU482473.1"
"7162","d2.EU482468.1"
"7163","d2.EU482470.1"
"7164","d2.EU482475.1"
"7165","d2.EU482546.1"
"7166","d2.EU482542.1"
"7167","d2.EU482544.1"
"7168","d2.EU482541.1"
"7169","d2.EU482547.1"
"7170","d2.EU482545.1"
"7171","d2.EU482549.1"
"7172","d2.EU482550.1"
"7173","d2.EU482543.1"
"7174","d2.EU482548.1"
"7175","d2.EU482552.1"
"7176","d2.EU482553.1"
"7177","d2.EU482551.1"
"7178","d2.EU482554.1"
"7179","d2.EU482560.1"
"7180","d2.EU482561.1"
"7181","d2.EU482568.1"
"7182","d2.EU482556.1"
"7183","d2.EU482569.1"
"7184","d2.EU482557.1"
"7185","d2.EU482562.1"
"7186","d2.EU482565.1"
"7187","d2.EU482571.1"
"7188","d2.EU482573.1"
"7189","d2.EU482575.1"
"7190","d2.EU482570.1"
"7191","d2.EU482576.1"
"7192","d2.EU482577.1"
"7193","d2.EU482572.1"
"7194","d2.EU482574.1"
"7195","d2.EU482579.1"
"7196","d2.EU482578.1"
"7197","d2.EU482581.1"
"7198","d2.EU482580.1"
"7199","d2.EU482584.1"
"7200","d2.EU482585.1"
"7201","d2.EU482587.1"
"7202","d2.EU482583.1"
"7203","d2.EU482582.1"
"7204","d2.EU482588.1"
"7205","d2.EU482586.1"
"7206","d2.EU482589.1"
"7207","d2.EU482597.1"
"7208","d2.EU482598.1"
"7209","d2.EU482590.1"
"7210","d2.EU482600.1"
"7211","d2.EU482593.1"
"7212","d2.EU482601.1"
"7213","d2.EU482594.1"
"7214","d2.EU482599.1"
"7215","d2.EU482604.1"
"7216","d2.EU482606.1"
"7217","d2.EU482608.1"
"7218","d2.EU482620.1"
"7219","d2.EU482603.1"
"7220","d2.EU482602.1"
"7221","d2.EU482605.1"
"7222","d2.EU482607.1"
"7223","d2.EU482622.1"
"7224","d2.EU482621.1"
"7225","d2.EU482625.1"
"7226","d2.EU482627.1"
"7227","d2.EU482626.1"
"7228","d2.EU482628.1"
"7229","d2.EU482623.1"
"7230","d2.EU482624.1"
"7231","d2.EU482631.1"
"7232","d2.EU482629.1"
"7233","d2.EU482630.1"
"7234","d2.EU482633.1"
"7235","d2.EU482635.1"
"7236","d2.EU482632.1"
"7237","d2.EU482636.1"
"7238","d2.EU482634.1"
"7239","d2.EU482638.1"
"7240","d2.EU482641.1"
"7241","d2.EU482639.1"
"7242","d2.EU482637.1"
"7243","d2.EU482640.1"
"7244","d2.EU482644.1"
"7245","d2.EU482643.1"
"7246","d2.EU482646.1"
"7247","d2.EU482647.1"
"7248","d2.EU482642.1"
"7249","d2.EU482649.1"
"7250","d2.EU482650.1"
"7251","d2.EU482652.1"
"7252","d2.EU482645.1"
"7253","d2.EU482653.1"
"7254","d2.EU482654.1"
"7255","d2.EU482658.1"
"7256","d2.EU482656.1"
"7257","d2.EU482648.1"
"7258","d2.EU482651.1"
"7259","d2.EU482659.1"
"7260","d2.EU482655.1"
"7261","d2.EU482663.1"
"7262","d2.EU482662.1"
"7263","d2.EU482664.1"
"7264","d2.EU482660.1"
"7265","d2.EU482657.1"
"7266","d2.EU482666.1"
"7267","d2.EU482668.1"
"7268","d2.EU482665.1"
"7269","d2.EU482671.1"
"7270","d2.EU482670.1"
"7271","d2.EU482661.1"
"7272","d2.EU482673.1"
"7273","d2.EU482674.1"
"7274","d2.EU482667.1"
"7275","d2.EU482675.1"
"7276","d2.EU482676.1"
"7277","d2.EU482679.1"
"7278","d2.EU482678.1"
"7279","d2.EU482680.1"
"7280","d2.EU482681.1"
"7281","d2.EU482669.1"
"7282","d2.EU482672.1"
"7283","d2.EU482682.1"
"7284","d2.EU482683.1"
"7285","d2.EU482677.1"
"7286","d2.EU482685.1"
"7287","d2.EU482687.1"
"7288","d2.EU482689.1"
"7289","d2.EU482688.1"
"7290","d2.EU482691.1"
"7291","d2.EU482693.1"
"7292","d2.EU482692.1"
"7293","d2.EU482694.1"
"7294","d2.EU482686.1"
"7295","d2.EU482684.1"
"7296","d2.EU482690.1"
"7297","d2.EU482697.1"
"7298","d2.EU482700.1"
"7299","d2.EU482699.1"
"7300","d2.EU482702.1"
"7301","d2.EU482696.1"
"7302","d2.EU482701.1"
"7303","d2.EU482703.1"
"7304","d2.EU482695.1"
"7305","d2.EU482698.1"
"7306","d2.EU482705.1"
"7307","d2.EU482721.1"
"7308","d2.EU482722.1"
"7309","d2.EU482704.1"
"7310","d2.EU482724.1"
"7311","d2.EU482720.1"
"7312","d2.EU482719.1"
"7313","d2.EU482723.1"
"7314","d2.EU482727.1"
"7315","d2.EU482728.1"
"7316","d2.EU482726.1"
"7317","d2.EU482731.1"
"7318","d2.EU482729.1"
"7319","d2.EU482733.1"
"7320","d2.EU482732.1"
"7321","d2.EU482725.1"
"7322","d2.EU482730.1"
"7323","d2.EU482736.1"
"7324","d2.EU482738.1"
"7325","d2.EU482734.1"
"7326","d2.EU482739.1"
"7327","d2.EU482737.1"
"7328","d2.EU482742.1"
"7329","d2.EU482743.1"
"7330","d2.EU482735.1"
"7331","d2.EU482746.1"
"7332","d2.EU482744.1"
"7333","d2.EU482741.1"
"7334","d2.EU482748.1"
"7335","d2.EU482745.1"
"7336","d2.EU482740.1"
"7337","d2.EU482750.1"
"7338","d2.EU482751.1"
"7339","d2.EU482752.1"
"7340","d2.EU482749.1"
"7341","d2.EU482753.1"
"7342","d2.EU482747.1"
"7343","d2.EU482756.1"
"7344","d2.EU482755.1"
"7345","d2.EU482759.1"
"7346","d2.EU482754.1"
"7347","d2.EU482761.1"
"7348","d2.EU482757.1"
"7349","d2.EU482762.1"
"7350","d2.EU482760.1"
"7351","d2.EU482758.1"
"7352","d2.EU482769.1"
"7353","d2.EU482763.1"
"7354","d2.EU482771.1"
"7355","d2.EU482773.1"
"7356","d2.EU482766.1"
"7357","d2.EU482774.1"
"7358","d2.EU482770.1"
"7359","d2.EU482775.1"
"7360","d2.EU482776.1"
"7361","d2.EU482778.1"
"7362","d2.EU482777.1"
"7363","d2.EU482772.1"
"7364","d2.EU482780.1"
"7365","d2.EU482783.1"
"7366","d2.EU482784.1"
"7367","d2.EU482785.1"
"7368","d2.EU482782.1"
"7369","d2.EU482781.1"
"7370","d2.EU482779.1"
"7371","d2.EU482787.1"
"7372","d2.EU359009.1"
"7373","d2.EU482786.1"
"7374","d2.EU081179.1"
"7375","d2.EU081177.1"
"7376","d2.EU081178.1"
"7377","d2.EU179857.1"
"7378","d2.EU081180.1"
"7379","d2.EU482788.1"
"7380","d2.EU179858.1"
"7381","d2.EU179859.1"
"7382","d2.EF105379.1"
"7383","d2.EF105380.1"
"7384","d2.EF105381.1"
"7385","d2.EF105383.1"
"7386","d2.EF105382.1"
"7387","d2.EF105378.1"
"7388","d2.EF105386.1"
"7389","d2.EF105384.1"
"7390","d2.EF105385.1"
"7391","d2.EF105387.1"
"7392","d2.EF105390.1"
"7393","d2.EF457904.1"
"7394","d2.EF105389.1"
"7395","d2.EF105388.1"
"7396","d2.DQ448231.2"
"7397","d2.DQ181797.1"
"7398","d2.DQ181798.1"
"7399","d2.EF051521.1"
"7400","d2.DQ181801.1"
"7401","d2.DQ181802.1"
"7402","d2.DQ181805.1"
"7403","d2.DQ181800.1"
"7404","d2.DQ181804.1"
"7405","d2.DQ181803.1"
"7406","d2.DQ181799.1"
"7407","d2.DQ181806.1"
"7408","d2.AY702036.1"
"7409","d2.AY702037.1"
"7410","d2.AY702039.1"
"7411","d2.AY702035.1"
"7412","d2.AY858035.2"
"7413","d2.AY702034.1"
"7414","d2.AY702040.1"
"7415","d2.AY702038.1"
"7416","d2.AY858036.2"
"7417","d2.AB189123.1"
"7418","d2.AB189122.1"
"7419","d2.AB122020.1"
"7420","d2.AB189124.1"
"7421","d2.AJ487271.1"
"7422","d2.AF359579.1"
"7423","d2.AF208496.1"
"7424","d2.AB122021.1"
"7425","d2.AF169678.1"
"7426","d2.AB122022.1"
"7427","d2.AY037116.1"
"7428","d2.AF169681.1"
"7429","d2.AF169682.1"
"7430","d2.AF169683.1"
"7431","d2.AF276619.1"
"7432","d2.AF169684.1"
"7433","d2.AF489932.1"
"7434","d2.AF169679.1"
"7435","d2.AF169680.1"
"7436","d2.AF169688.1"
"7437","d2.AF204177.1"
"7438","d2.AF169685.1"
"7439","d2.AF204178.1"
"7440","d2.AF169686.1"
"7441","d2.AF100460.1"
"7442","d2.AF169687.1"
"7443","d2.AF100461.1"
"7444","d2.AF100462.1"
"7445","d2.AF100459.1"
"7446","d2.AF100464.1"
"7447","d2.AF100463.1"
"7448","d2.AF100465.1"
"7449","d2.AF100467.1"
"7450","d2.AF100466.2"
"7451","d2.AF119661.1"
"7452","d2.AF022435.1"
"7453","d2.AF022436.1"
"7454","d2.AF022434.1"
"7455","d2.AF100469.1"
"7456","d2.AF100468.1"
"7457","d2.AF022437.1"
"7458","d2.AF022438.1"
"7459","d2.U87411.1"
"7460","d2.AF038403.1"
"7461","d2.M20558.1"
"7462","d2.MZ285058.1"
"7463","d2.AF022440.1"
"7464","d2.AF022439.1"
"7465","d2.MZ312931.1_2"
"7466","d2.AF022441.1"
"7467","d2.M29095.1"
"7468","d2.MG599595.1"
"7469","d2.MG599596.1"
"7470","d2.MG599598.1"
"7471","d2.MG599599.1"
"7472","d2.MG599592.1"
"7473","d2.MG599593.1"
"7474","d2.MG599594.1"
"7475","d2.MG599597.1"
"7476","d2.MG599604.1"
"7477","d2.MG599605.1"
"7478","d2.MG599606.1"
"7479","d2.MG599600.1"
"7480","d2.MG599607.1"
"7481","d2.MG599602.1"
"7482","d2.MG599603.1"
"7483","d2.MG599601.1"
"7484","d2.MG599608.1"
"7485","d2.MG599609.1"
"7486","d2.MG599611.1"
"7487","d2.MG599613.1"
"7488","d2.MG599614.1"
"7489","d2.MG599610.1"
"7490","d2.MG599615.1"
"7491","d2.MG599612.1"
"7492","d2.MG599618.1"
"7493","d2.MG599617.1"
"7494","d2.MG599621.1"
"7495","d2.MG599616.1"
"7496","d2.MG599622.1"
"7497","d2.MG599619.1"
"7498","d2.MG599624.1"
"7499","d2.MG599620.1"
"7500","d2.MG599625.1"
"7501","d2.MG599628.1"
"7502","d2.MG599623.1"
"7503","d2.MG599626.1"
"7504","d2.MG599627.1"
"7505","d2.MG599629.1"
"7506","d2.MG599631.1"
"7507","d2.MG599634.1"
"7508","d2.MG599630.1"
"7509","d2.MH450300.1"
"7510","d2.MH450295.1"
"7511","d2.MG599632.1"
"7512","d2.MH450302.1"
"7513","d2.MG599633.1"
"7514","d2.MH450310.1"
"7515","d2.KY586550.1"
"7516","d2.KY586551.1"
"7517","d2.KY586552.1"
"7518","d2.KY586553.1"
"7519","d2.KY586549.1"
"7520","d2.KY977454.1"
"7521","d2.KY586554.1"
"7522","d2.KY586547.1"
"7523","d2.KY586558.1"
"7524","d2.KY586559.1"
"7525","d2.KY586560.1"
"7526","d2.KY586561.1"
"7527","d2.KY586548.1"
"7528","d2.KY586555.1"
"7529","d2.KY586556.1"
"7530","d2.KY586557.1"
"7531","d2.KY586563.1"
"7532","d2.KY586566.1"
"7533","d2.KY586567.1"
"7534","d2.KY586569.1"
"7535","d2.KY586570.1"
"7536","d2.KY586562.1"
"7537","d2.KY586564.1"
"7538","d2.KY586565.1"
"7539","d2.KY586572.1"
"7540","d2.KY586571.1"
"7541","d2.KY586568.1"
"7542","d2.KY586573.1"
"7543","d2.KY586576.1"
"7544","d2.KY586575.1"
"7545","d2.KY586577.1"
"7546","d2.KY586580.1"
"7547","d2.KY586574.1"
"7548","d2.KY586583.1"
"7549","d2.KY586582.1"
"7550","d2.KY586578.1"
"7551","d2.KY586579.1"
"7552","d2.KY586584.1"
"7553","d2.KY586581.1"
"7554","d2.KY586586.1"
"7555","d2.KY586589.1"
"7556","d2.KY586590.1"
"7557","d2.KY586592.1"
"7558","d2.KY586585.1"
"7559","d2.KY586588.1"
"7560","d2.KY586593.1"
"7561","d2.KY586591.1"
"7562","d2.KY586587.1"
"7563","d2.KY586597.1"
"7564","d2.KY586596.1"
"7565","d2.KY586598.1"
"7566","d2.KY586594.1"
"7567","d2.KY586600.1"
"7568","d2.KY586595.1"
"7569","d2.KY586601.1"
"7570","d2.KY586599.1"
"7571","d2.KY586602.1"
"7572","d2.KY586605.1"
"7573","d2.KY586607.1"
"7574","d2.KY586603.1"
"7575","d2.KY586604.1"
"7576","d2.KY586609.1"
"7577","d2.KY586608.1"
"7578","d2.KY586606.1"
"7579","d2.KY586611.1"
"7580","d2.KY586612.1"
"7581","d2.KY586613.1"
"7582","d2.KY586610.1"
"7583","d2.KY586614.1"
"7584","d2.KY586617.1"
"7585","d2.KY586616.1"
"7586","d2.KY586615.1"
"7587","d2.KY586621.1"
"7588","d2.KY586622.1"
"7589","d2.KY586623.1"
"7590","d2.KY586619.1"
"7591","d2.KY586620.1"
"7592","d2.KY586624.1"
"7593","d2.KY586618.1"
"7594","d2.KY586625.1"
"7595","d2.KY586629.1"
"7596","d2.KY586632.1"
"7597","d2.KY586630.1"
"7598","d2.KY586633.1"
"7599","d2.KY586626.1"
"7600","d2.KY586631.1"
"7601","d2.KY586635.1"
"7602","d2.KY586627.1"
"7603","d2.KY586628.1"
"7604","d2.KY586637.1"
"7605","d2.KY586636.1"
"7606","d2.KY586638.1"
"7607","d2.KY586634.1"
"7608","d2.KY586639.1"
"7609","d2.KY586641.1"
"7610","d2.KY586643.1"
"7611","d2.KY586645.1"
"7612","d2.KY586649.1"
"7613","d2.KY586647.1"
"7614","d2.KY586642.1"
"7615","d2.KY586644.1"
"7616","d2.KY586640.1"
"7617","d2.KY586650.1"
"7618","d2.KY586648.1"
"7619","d2.KY586651.1"
"7620","d2.KY586653.1"
"7621","d2.KY586654.1"
"7622","d2.KY586656.1"
"7623","d2.KY586646.1"
"7624","d2.KY586658.1"
"7625","d2.KY586660.1"
"7626","d2.KY586661.1"
"7627","d2.KY586659.1"
"7628","d2.KY586655.1"
"7629","d2.KY586662.1"
"7630","d2.KY586657.1"
"7631","d2.KY586664.1"
"7632","d2.KY586667.1"
"7633","d2.KY586652.1"
"7634","d2.KY586668.1"
"7635","d2.KY586669.1"
"7636","d2.KY586663.1"
"7637","d2.KY586666.1"
"7638","d2.KY586673.1"
"7639","d2.KY586672.1"
"7640","d2.KY586675.1"
"7641","d2.KY586670.1"
"7642","d2.KY586665.1"
"7643","d2.KY586677.1"
"7644","d2.KY586671.1"
"7645","d2.KY586676.1"
"7646","d2.KY586679.1"
"7647","d2.KY586680.1"
"7648","d2.KY586681.1"
"7649","d2.KY586678.1"
"7650","d2.KY586683.1"
"7651","d2.KY586685.1"
"7652","d2.KY586674.1"
"7653","d2.KY586684.1"
"7654","d2.KY586688.1"
"7655","d2.KY586682.1"
"7656","d2.KY586690.1"
"7657","d2.KY586686.1"
"7658","d2.KY586689.1"
"7659","d2.KY586687.1"
"7660","d2.KY586693.1"
"7661","d2.KY586694.1"
"7662","d2.KY586695.1"
"7663","d2.KY586692.1"
"7664","d2.KY586698.1"
"7665","d2.KY586696.1"
"7666","d2.KY586691.1"
"7667","d2.KY586699.1"
"7668","d2.KY586697.1"
"7669","d2.KY586700.1"
"7670","d2.AP004"
"7671","d2.AP001"
"7672","d2.JF260983.1"
"7673","d2.AP006"
"7674","d2.AP002"
"7675","d2.AP007"
"7676","d2.AP003"
"7677","d2.AP005"
"7678","d2.DH053"
"7679","d2.DH054"
"7680","d2.DH056"
"7681","d2.DH051"
"7682","d2.DH060"
"7683","d2.DH061"
"7684","d2.DH055"
"7685","d2.DH059"
"7686","d2.DH064"
"7687","d2.DH052"
"7688","d2.DH062"
"7689","d2.DH071"
"7690","d2.DH072"
"7691","d2.DH069"
"7692","d2.DH068"
"7693","d2.DH063"
"7694","d2.DH077"
"7695","d2.DH079"
"7696","d2.DH085"
"7697","d2.DH100"
"7698","d2.DH099"
"7699","d2.DH092"
"7700","d2.DH101"
"7701","d2.DH087"
"7702","d2.DH128"
"7703","d2.DH091"
"7704","d2.DH023r"
"7705","d2.DH083r"
"7706","d2.DH057r"
"7707","d2.DH081r"
"7708","d2.DH092r"
"7709","d2.DH098"
"7710","d2.MZ857208.1"
"7711","d2.MZ857211.1"
"7712","d2.DH085r"
"7713","d2.MZ857209.1"
"7714","d2.MZ857210.1"
"7715","d2.MZ857212.1"
"7716","d2.MZ857213.1"
"7717","d2.MZ857220.1"
"7718","d2.MZ857221.1"
"7719","d2.MZ857222.1"
"7720","d2.MZ857215.1"
"7721","d2.MZ857218.1"
"7722","d2.OL469512.1"
"7723","d2.MZ857219.1"
"7724","d2.OL435143.1"
"7725","d2.OL414718.1"
"7726","d2.OL469513.1"
"7727","d2.OL414719.1"
"7728","d2.OL414721.1"
"7729","d2.MZ857214.1"
"7730","d2.OL414720.1"
"7731","d2.OL414717.1"
"7732","d2.OL414723.1"
"7733","d2.OL414722.1"
"7734","d2.OL414728.1"
"7735","d2.OL414729.1"
"7736","d2.OL414725.1"
"7737","d2.OL414724.1"
"7738","d2.OL414726.1"
"7739","d2.OL414733.1"
"7740","d2.OL414731.1"
"7741","d2.OL414730.1"
"7742","d2.OL414736.1"
"7743","d2.OL414734.1"
"7744","d2.OL414732.1"
"7745","d2.OL414738.1"
"7746","d2.OL414735.1"
"7747","d2.OL414739.1"
"7748","d2.OL414737.1"
"7749","d2.OL414744.1"
"7750","d2.OL414741.1"
"7751","d2.OL414745.1"
"7752","d2.OL414743.1"
"7753","d2.OL414740.1"
"7754","d2.OL414742.1"
"7755","d2.OL414727.1"
"7756","d2.OL414746.1"
"7757","d2.OL414747.1"
"7758","d2.OL414752.1"
"7759","d2.OL414753.1"
"7760","d2.OL414751.1"
"7761","d2.OL414749.1"
"7762","d2.OL414750.1"
"7763","d2.OL414755.1"
"7764","d2.OL414756.1"
"7765","d2.OL414760.1"
"7766","d2.OL414758.1"
"7767","d2.OL414761.1"
"7768","d2.OL414757.1"
"7769","d2.OL414759.1"
"7770","d2.OL414754.1"
"7771","d2.OL414763.1"
"7772","d2.OL414764.1"
"7773","d2.OL420733.1"
"7774","d2.OL412740.1"
"7775","d2.OL414765.1"
"7776","d2.OL414762.1"
"7777","d2.OK559627.1"
"7778","d2.MZ636801.1"
"7779","d2.MN577549.1"
"7780","d2.MN577547.1"
"7781","d2.MN577546.1"
"7782","d2.MZ636802.1"
"7783","d2.MN577548.1"
"7784","d2.MZ636803.1"
"7785","d2.MZ636805.1"
"7786","d2.LC666719.1"
"7787","d2.LC666718.1"
"7788","d2.DH134"
"7789","d2.MN577545.1"
"7790","d2.DH135"
"7791","d2.MZ636804.1"
"7792","d2.DH151"
"7793","d2.DH136"
"7794","d2.DH153"
"7795","d2.DH137"
"7796","d2.DH156"
"7797","d2.DH155"
"7798","d2.DH158"
"7799","d2.DH160"
"7800","d2.DH154"
"7801","d2.ON510268.1"
"7802","d2.ON510269.1"
"7803","d2.ON398847.1"
"7804","d2.DH159"
"7805","d2.DH161"
"7806","d2.ON510270.1"
"7807","d2.MW720949.1"
"7808","d2.MW720950.1"
"7809","d2.MW720945.1"
"7810","d2.MW720948.1"
"7811","d2.MW720951.1"
"7812","d2.MW720947.1"
"7813","d2.MW720946.1"
"7814","d2.MW720952.1"
"7815","d2.MW720953.1"
"7816","d2.MW720955.1"
"7817","d2.MW721459.1"
"7818","d2.MW720954.1"
"7819","d2.MW720957.1"
"7820","d2.MW721460.1"
"7821","d2.MW720956.1"
"7822","d2.MW721463.1"
"7823","d2.MW721465.1"
"7824","d2.MW721464.1"
"7825","d2.MW721462.1"
"7826","d2.MW721469.1"
"7827","d2.MW721467.1"
"7828","d2.MW721461.1"
"7829","d2.MW721468.1"
"7830","d2.MW721470.1"
"7831","d2.MW721471.1"
"7832","d2.MW721466.1"
"7833","d2.MW721472.1"
"7834","d2.MW721474.1"
"7835","d2.ON123620.1"
"7836","d2.ON123623.1"
"7837","d2.ON123624.1"
"7838","d2.MW721473.1"
"7839","d2.ON123625.1"
"7840","d2.ON123626.1"
"7841","d2.ON123621.1"
"7842","d2.ON123622.1"
"7843","d2.ON123627.1"
"7844","d2.ON123628.1"
"7845","d2.MW721475.1"
"7846","d2.ON123629.1"
"7847","d2.ON123632.1"
"7848","d2.ON123636.1"
"7849","d2.ON123635.1"
"7850","d2.ON123630.1"
"7851","d2.ON123633.1"
"7852","d2.ON123634.1"
"7853","d2.ON123637.1"
"7854","d2.ON123631.1"
"7855","d2.ON123638.1"
"7856","d2.ON123641.1"
"7857","d2.ON123639.1"
"7858","d2.ON123645.1"
"7859","d2.ON123640.1"
"7860","d2.ON123643.1"
"7861","d2.ON123644.1"
"7862","d2.ON123663.1"
"7863","d2.ON109598.1"
"7864","d2.ON046268.1"
"7865","d2.ON123649.1"
"7866","d2.ON123652.1"
"7867","d2.ON123642.1"
"7868","d2.ON123651.1"
"7869","d2.ON046269.1"
"7870","d2.ON046270.1"
"7871","d2.ON046272.1"
"7872","d2.ON046275.1"
"7873","d2.ON046277.1"
"7874","d2.ON046274.1"
"7875","d2.ON046271.1"
"7876","d2.ON046273.1"
"7877","d2.ON046276.1"
"7878","d2.ON005157.1"
"7879","d2.OK469347.1"
"7880","d2.ON046278.1"
"7881","d2.OK469345.1"
"7882","d2.OK469348.1"
"7883","d2.OK469346.1"
"7884","d2.OK469352.1"
"7885","d2.OK469350.1"
"7886","d2.OK469349.1"
"7887","d2.OM791800.1"
"7888","d2.OK469351.1"
"7889","d2.OM744110.1"
"7890","d2.OM791802.1"
"7891","d2.OM730078.1"
"7892","d2.OM698821.1"
"7893","d2.OM700180.1"
"7894","d2.OM680963.1"
"7895","d2.OM791801.1"
"7896","d2.OM700181.1"
"7897","d2.OM639979.1"
"7898","d2.OM681318.1"
"7899","d2.OM639984.1"
"7900","d2.OM639985.1"
"7901","d2.OM639980.1"
"7902","d2.OM639981.1"
"7903","d2.OM639982.1"
"7904","d2.OM639986.1"
"7905","d2.OM639987.1"
"7906","d2.OM639983.1"
"7907","d2.OM639990.1"
"7908","d2.OM639991.1"
"7909","d2.OM639992.1"
"7910","d2.OM505021.1"
"7911","d2.OM639988.1"
"7912","d2.OM639989.1"
"7913","d2.OM648092.1"
"7914","d2.OM639993.1"
"7915","d2.OM505022.1"
"7916","d2.OM317566.1"
"7917","d2.OM368352.1"
"7918","d2.OK605759.1"
"7919","d2.OK605758.1"
"7920","d2.OM368351.1"
"7921","d2.OK605761.1"
"7922","d2.OM317565.1"
"7923","d2.OK605760.1"
"7924","d2.MZ453006.1"
"7925","d2.MZ453009.1"
"7926","d2.OK605757.1"
"7927","d2.MZ453011.1"
"7928","d2.DH067_AMPL"
"7929","d2.DH074_AMPL"
"7930","d2.MZ453007.1"
"7931","d2.DH073_AMPL"
"7932","d2.MZ453008.1"
"7933","d2.MZ453010.1"
"7934","d2.DH070_AMPL"
"7935","d2.DH075_AMPL"
"7936","d2.Yale-DN00411"
"7937","d2.Yale-DN00412"
"7938","d2.Yale-DN00405"
"7939","d2.DH133_AMPL"
"7940","d2.Yale-DN00400"
"7941","d2.Yale-DN00417"
"7942","d2.Yale-DN00397"
"7943","d2.Yale-DN00446"
"7944","d2.Yale-DN00443"
"7945","d2.Yale-DN00451"
"7946","d2.Yale-DN00429"
"7947","d2.Yale-DN00392"
"7948","d2.Yale-DN00444"
"7949","d2.Yale-DN00325"
"7950","d2.Yale-DN00449"
"7951","d2.Yale-DN00199"
"7952","d2.Yale-DN00390"
"7953","d2.Yale-DN00389"
"7954","d2.Yale-DN00160"
"7955","d2.Yale-DN00323"
"7956","d2.Yale-DN00258"
"7957","d2.Yale-DN00316"
"7958","d2.Yale-DN00175"
"7959","d2.Yale-DN00369"
"7960","d2.Yale-DN00183"
"7961","d2.Yale-DN00164"
"7962","d2.Yale-DN00148"
"7963","d2.Yale-DN00050"
"7964","d2.Yale-DN00382-1"
"7965","d2.Yale-DN00393"
"7966","d2.Yale-DN00061"
"7967","d2.Yale-DN00388"
"7968","d2.Yale-DN00152"
"7969","d2.Yale-DN00396"
"7970","d2.Yale-DN00190"
"7971","d2.Yale-DN00375"
"7972","d2.Yale-DN00373"
"7973","d2.Yale-DN00377"
"7974","d2.Yale-DN00379"
