"","strain","Sample_ID","Sample_Source","Data_Source","date","Location","Serotype","Sero_Geno","yale","caribbean","florida","cmplt_date","year","n_obs","n_obs_date"
"1173","JQ287663.1","DENV-1/VN/BID-V2753/2007","Henn_2012","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1174","JQ287665.1","DENV-1/KH/BID-V4248/2007","Henn_2012","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1175","JN819414.1","DENV-1/VE/BID-V2466/2007","Henn_2011","NCBI","2007-XX-XX","Venezuela","1","1_V",0,0,0,0,"2007",73,73
"1176","JF937596.1","DENV-1/VN/BID-V2734/2007","Henn_2011","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1177","JF937597.1","DENV-1/VN/BID-V2781/2007","Henn_2011","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1178","JF937649.1","DENV-1/VN/BID-V1865/2007","Henn_2011","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1179","HQ166035.1","DENV-1/MX/BID-V3683/2007","Henn_2010","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1180","HQ166036.1","DENV-1/MX/BID-V3733/2007","Henn_2010","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1181","HM488255.1","DENV-1/KH/BID-V4242/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1182","HM631853.1","DENV-1/KH/BID-V4243/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1183","HM631855.1","DENV-1/MX/BID-V3680/2007","Henn_2010","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1184","HM181943.1","DENV-1/KH/BID-V4241/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1185","HM181944.1","DENV-1/KH/BID-V4244/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1186","HM181945.1","DENV-1/KH/BID-V4245/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1187","HM181946.1","DENV-1/KH/BID-V4246/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1188","HM181947.1","DENV-1/KH/BID-V4247/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1189","HM181948.1","DENV-1/KH/BID-V4249/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1190","HM181949.1","DENV-1/KH/BID-V4250/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1191","HM181950.1","DENV-1/KH/BID-V4251/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1192","HM181951.1","DENV-1/KH/BID-V4252/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1193","HM181952.1","DENV-1/KH/BID-V4253/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1194","HM181953.1","DENV-1/KH/BID-V4254/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1195","HM181954.1","DENV-1/KH/BID-V4257/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1196","HM181955.1","DENV-1/KH/BID-V4258/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1197","HM181956.1","DENV-1/KH/BID-V4259/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1198","HM181957.1","DENV-1/KH/BID-V4260/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1199","HM181958.1","DENV-1/KH/BID-V4261/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1200","HM181959.1","DENV-1/KH/BID-V4262/2007","Henn_2010","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1201","GU131960.1","DENV-1/MX/BID-V3667/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1202","GU131961.1","DENV-1/MX/BID-V3668/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1203","GU131962.1","DENV-1/MX/BID-V3669/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1204","GU131963.1","DENV-1/MX/BID-V3671/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1205","GU131964.1","DENV-1/MX/BID-V3673/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1206","GU131965.1","DENV-1/MX/BID-V3677/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1207","GU131966.1","DENV-1/MX/BID-V3679/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1208","GU131967.1","DENV-1/MX/BID-V3688/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1209","GU131968.1","DENV-1/MX/BID-V3690/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1210","GU131969.1","DENV-1/MX/BID-V3693/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1211","GU131970.1","DENV-1/MX/BID-V3703/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1212","GU131971.1","DENV-1/MX/BID-V3707/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1213","GU131972.1","DENV-1/MX/BID-V3711/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1214","GU131973.1","DENV-1/MX/BID-V3712/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1215","GU131976.1","DENV-1/MX/BID-V3722/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1216","GU131977.1","DENV-1/MX/BID-V3729/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1217","GU131978.1","DENV-1/MX/BID-V3732/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1218","GU131979.1","DENV-1/MX/BID-V3737/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1219","GU131980.1","DENV-1/MX/BID-V3741/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1220","GU131981.1","DENV-1/MX/BID-V3742/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1221","GU131840.1","DENV-1/VE/BID-V3573/2007","Henn_2009","NCBI","2007-XX-XX","Venezuela","1","1_V",0,0,0,0,"2007",73,73
"1222","GU131841.1","DENV-1/VE/BID-V3576/2007","Henn_2009","NCBI","2007-XX-XX","Venezuela","1","1_V",0,0,0,0,"2007",73,73
"1223","GU131842.1","DENV-1/VE/BID-V3578/2007","Henn_2009","NCBI","2007-XX-XX","Venezuela","1","1_V",0,0,0,0,"2007",73,73
"1224","GU131893.1","DENV-1/IPC/BID-V3785/2007","Henn_2009","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1225","GQ868500.1","DENV-1/MX/BID-V3665/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1226","GQ868501.1","DENV-1/MX/BID-V3682/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1227","GQ868502.1","DENV-1/MX/BID-V3685/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1228","GQ868503.1","DENV-1/MX/BID-V3686/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1229","GQ868504.1","DENV-1/MX/BID-V3687/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1230","GQ868505.1","DENV-1/MX/BID-V3689/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1231","GQ868506.1","DENV-1/MX/BID-V3694/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1232","GQ868507.1","DENV-1/MX/BID-V3696/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1233","GQ868508.1","DENV-1/MX/BID-V3697/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1234","GQ868509.1","DENV-1/MX/BID-V3698/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1235","GQ868510.1","DENV-1/MX/BID-V3699/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1236","GQ868511.1","DENV-1/MX/BID-V3700/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1237","GQ868512.1","DENV-1/MX/BID-V3701/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1238","GQ868513.1","DENV-1/MX/BID-V3709/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1239","GQ868514.1","DENV-1/MX/BID-V3710/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1240","GQ868517.1","DENV-1/MX/BID-V3721/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1241","GQ868518.1","DENV-1/MX/BID-V3723/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1242","GQ868519.1","DENV-1/MX/BID-V3724/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1243","GQ868520.1","DENV-1/MX/BID-V3726/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1244","GQ868521.1","DENV-1/MX/BID-V3727/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1245","GQ868522.1","DENV-1/MX/BID-V3728/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1246","GQ868523.1","DENV-1/MX/BID-V3730/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1247","GQ868524.1","DENV-1/MX/BID-V3731/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1248","GQ868525.1","DENV-1/MX/BID-V3734/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1249","GQ868526.1","DENV-1/MX/BID-V3735/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1250","GQ868527.1","DENV-1/MX/BID-V3739/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1251","GQ868528.1","DENV-1/MX/BID-V3743/2007","Henn_2009","NCBI","2007-XX-XX","Mexico","1","1_V",0,0,0,0,"2007",80,80
"1252","GQ868566.1","DENV-1/CO/BID-V3386/2007","Henn_2009","NCBI","2007-XX-XX","Colombia","1","1_V",0,0,0,0,"2007",8,8
"1253","GQ868567.1","DENV-1/CO/BID-V3387/2007","Henn_2009","NCBI","2007-XX-XX","Colombia","1","1_V",0,0,0,0,"2007",8,8
"1254","GQ868568.1","DENV-1/CO/BID-V3388/2007","Henn_2009","NCBI","2007-XX-XX","Colombia","1","1_V",0,0,0,0,"2007",8,8
"1255","GQ868569.1","DENV-1/CO/BID-V3390/2007","Henn_2009","NCBI","2007-XX-XX","Colombia","1","1_V",0,0,0,0,"2007",8,8
"1256","GQ868607.1","DENV-1/VN/BID-V2733/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1257","GQ868608.1","DENV-1/VN/BID-V2745/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1258","GQ868609.1","DENV-1/VN/BID-V2782/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1259","GQ868610.1","DENV-1/VN/BID-V2806/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1260","GQ868611.1","DENV-1/VN/BID-V2807/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1261","GQ199773.1","DENV-1/VN/BID-V2732/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1262","GQ199774.1","DENV-1/VN/BID-V2746/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1263","GQ199775.1","DENV-1/VN/BID-V2747/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1264","GQ199776.1","DENV-1/VN/BID-V2751/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1265","GQ199777.1","DENV-1/VN/BID-V2752/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1266","GQ199778.1","DENV-1/VN/BID-V2754/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1267","GQ199779.1","DENV-1/VN/BID-V2755/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1268","GQ199780.1","DENV-1/VN/BID-V2756/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1269","GQ199781.1","DENV-1/VN/BID-V2757/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1270","GQ199782.1","DENV-1/VN/BID-V2758/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1271","GQ199783.1","DENV-1/VN/BID-V2759/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1272","GQ199784.1","DENV-1/VN/BID-V2760/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1273","GQ199785.1","DENV-1/VN/BID-V2761/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1274","GQ199786.1","DENV-1/VN/BID-V2762/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1275","GQ199787.1","DENV-1/VN/BID-V2763/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1276","GQ199788.1","DENV-1/VN/BID-V2764/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1277","GQ199789.1","DENV-1/VN/BID-V2765/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1278","GQ199790.1","DENV-1/VN/BID-V2766/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1279","GQ199791.1","DENV-1/VN/BID-V2767/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1280","GQ199792.1","DENV-1/VN/BID-V2768/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1281","GQ199793.1","DENV-1/VN/BID-V2769/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1282","GQ199794.1","DENV-1/VN/BID-V2770/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1283","GQ199795.1","DENV-1/VN/BID-V2771/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1284","GQ199796.1","DENV-1/VN/BID-V2773/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1285","GQ199797.1","DENV-1/VN/BID-V2774/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1286","GQ199798.1","DENV-1/VN/BID-V2775/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1287","GQ199799.1","DENV-1/VN/BID-V2776/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1288","GQ199800.1","DENV-1/VN/BID-V2777/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1289","GQ199801.1","DENV-1/VN/BID-V2779/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1290","GQ199802.1","DENV-1/VN/BID-V2780/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1291","GQ199803.1","DENV-1/VN/BID-V2783/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1292","GQ199804.1","DENV-1/VN/BID-V2784/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1293","GQ199805.1","DENV-1/VN/BID-V2785/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1294","GQ199806.1","DENV-1/VN/BID-V2786/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1295","GQ199807.1","DENV-1/VN/BID-V2787/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1296","GQ199808.1","DENV-1/VN/BID-V2788/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1297","GQ199809.1","DENV-1/VN/BID-V2789/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1298","GQ199810.1","DENV-1/VN/BID-V2790/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1299","GQ199811.1","DENV-1/VN/BID-V2791/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1300","GQ199812.1","DENV-1/VN/BID-V2792/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1301","GQ199813.1","DENV-1/VN/BID-V2793/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1302","GQ199814.1","DENV-1/VN/BID-V2795/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1303","GQ199815.1","DENV-1/VN/BID-V2796/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1304","GQ199816.1","DENV-1/VN/BID-V2797/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1305","GQ199817.1","DENV-1/VN/BID-V2798/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1306","GQ199818.1","DENV-1/VN/BID-V2799/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1307","GQ199819.1","DENV-1/VN/BID-V2802/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1308","GQ199820.1","DENV-1/VN/BID-V2808/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1309","GQ199821.1","DENV-1/VN/BID-V2810/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1310","GQ199822.1","DENV-1/VN/BID-V2812/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1311","GQ199823.1","DENV-1/VN/BID-V2815/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1312","GQ199824.1","DENV-1/VN/BID-V2816/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1313","GQ199825.1","DENV-1/VN/BID-V2817/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1314","GQ199826.1","DENV-1/VN/BID-V2820/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1315","GQ199827.1","DENV-1/VN/BID-V2821/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1316","GQ199828.1","DENV-1/VN/BID-V2822/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1317","GQ199829.1","DENV-1/VN/BID-V2824/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1318","GQ199877.1","DENV-1/VE/BID-V2615/2007","Henn_2009","NCBI","2007-XX-XX","Venezuela","1","1_V",0,0,0,0,"2007",73,73
"1319","FJ461320.1","DENV-1/VN/BID-V1871/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1320","FJ461328.1","DENV-1/VN/BID-V1893/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1321","FJ859029.1","DENV-1/VN/BID-V1880/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1322","FJ873809.1","DENV-1/VE/BID-V2462/2007","Henn_2009","NCBI","2007-XX-XX","Venezuela","1","1_V",0,0,0,0,"2007",73,73
"1323","FJ873810.1","DENV-1/VE/BID-V2467/2007","Henn_2009","NCBI","2007-XX-XX","Venezuela","1","1_V",0,0,0,0,"2007",73,73
"1324","FJ882545.1","DENV-1/VN/BID-V2723/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1325","FJ882546.1","DENV-1/VN/BID-V2749/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1326","FJ882547.1","DENV-1/VN/BID-V2772/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1327","FJ882548.1","DENV-1/VN/BID-V2778/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1328","FJ882549.1","DENV-1/VN/BID-V2794/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1329","FJ882550.1","DENV-1/VN/BID-V2800/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1330","FJ882551.1","DENV-1/VN/BID-V2801/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1331","FJ882552.1","DENV-1/VN/BID-V2803/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1332","FJ882553.1","DENV-1/VN/BID-V2804/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1333","FJ882554.1","DENV-1/VN/BID-V2805/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1334","FJ882555.1","DENV-1/VN/BID-V2809/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1335","FJ882556.1","DENV-1/VN/BID-V2811/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1336","FJ882557.1","DENV-1/VN/BID-V2813/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1337","FJ882558.1","DENV-1/VN/BID-V2814/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1338","FJ882559.1","DENV-1/VN/BID-V2818/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1339","FJ882560.1","DENV-1/VN/BID-V2819/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1340","FJ882561.1","DENV-1/VN/BID-V2823/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1341","FJ882579.1","DENV-1/VE/BID-V2465/2007","Henn_2009","NCBI","2007-XX-XX","Venezuela","1","1_V",0,0,0,0,"2007",73,73
"1342","FJ898371.1","DENV-1/VN/BID-V2722/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1343","FJ898372.1","DENV-1/VN/BID-V2724/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1344","FJ898373.1","DENV-1/VN/BID-V2725/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1345","FJ898374.1","DENV-1/VN/BID-V2726/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1346","FJ898375.1","DENV-1/VN/BID-V2727/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1347","FJ898376.1","DENV-1/VN/BID-V2728/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
