"","strain","Sample_ID","Sample_Source","Data_Source","date","Location","Serotype","Sero_Geno","yale","caribbean","florida","cmplt_date","year","n_obs","n_obs_date"
"5986","MH110590.1","D2/CN/HZ-511/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5987","MH110591.1","D2/CN/HZ-545/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5988","MH110592.1","D2/CN/HZ-594/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II_related",0,0,0,0,"2017",177,80
"5989","MH110593.1","D2/CN/HZ-666/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5990","MH110594.1","D2/CN/HZ-67/2017","Yu_2018","NCBI","2017-08-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5991","MH110595.1","D2/CN/HZ-699/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5992","MH110596.1","D2/CN/HZ-715/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5993","MH110597.1","D2/CN/HZ-719/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5994","MH110598.1","D2/CN/HZ-720/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5995","MH110599.1","D2/CN/HZ-736/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5996","MH110600.1","D2/CN/HZ-848/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5997","MH110601.1","D2/CN/HZ-951/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5998","MH110602.1","D2/CN/HZ-996/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5999","MH110603.1","D2/CN/HZ-mos2/2017","Yu_2018","NCBI","2017-08-XX","China","2","2_II",0,0,0,0,"2017",177,80
"6000","MH069495.1","DENV-2/VE/IDAMS/921099","Lizarazo_2018","NCBI","2015-12-14","Venezuela","2","2_III",0,0,0,1,"2015",17,17
"6001","MH069496.1","DENV-2/VE/IDAMS/921096","Lizarazo_2018","NCBI","2015-10-26","Venezuela","2","2_III",0,0,0,1,"2015",17,17
"6002","MH069497.1","DENV-2/VE/IDAMS/921095","Lizarazo_2018","NCBI","2015-10-17","Venezuela","2","2_III",0,0,0,1,"2015",17,17
"6003","MH069498.1","DENV-2/VE/IDAMS/910121","Lizarazo_2018","NCBI","2015-10-06","Venezuela","2","2_III",0,0,0,1,"2015",17,17
"6004","MH069499.1","DENV-2/VE/IDAMS/910105","Lizarazo_2018","NCBI","2015-09-22","Venezuela","2","2_III",0,0,0,1,"2015",17,17
"6005","MF314189.1","2016_Singapore_DENV-2_NPHL","Fong_2018","NCBI","2016-XX-XX","Singapore","2","2_II",0,0,0,0,"2016",47,45
"6006","MH215277.1","VEN-HUPAZ-1/2016","Blohm_2018","NCBI","2016-04-XX","Venezuela","2","2_III",0,0,0,0,"2016",2,1
"6007","MF156233.1","XSBN01","Zhao_2018","NCBI","2015-09-18","China","2","2_II_related",0,0,0,1,"2015",148,81
"6008","MF156234.1","XSBN02","Zhao_2018","NCBI","2015-09-18","China","2","2_II_related",0,0,0,1,"2015",148,81
"6009","MF156235.1","XSBN03","Zhao_2018","NCBI","2015-09-26","China","2","2_II_related",0,0,0,1,"2015",148,81
"6010","MF156236.1","XSBN04","Zhao_2018","NCBI","2015-10-07","China","2","2_II_related",0,0,0,1,"2015",148,81
"6011","MF156237.1","XSBN05","Zhao_2018","NCBI","2015-10-18","China","2","2_II_related",0,0,0,1,"2015",148,81
"6012","MF156238.1","XSBN06","Zhao_2018","NCBI","2015-10-18","China","2","2_II_related",0,0,0,1,"2015",148,81
"6013","MF156239.1","XSBN07","Zhao_2018","NCBI","2015-10-18","China","2","2_II_related",0,0,0,1,"2015",148,81
"6014","MF156240.1","XSBN08","Zhao_2018","NCBI","2015-10-18","China","2","2_II_related",0,0,0,1,"2015",148,81
"6015","MF156241.1","XSBN09","Zhao_2018","NCBI","2015-10-18","China","2","2_II_related",0,0,0,1,"2015",148,81
"6016","MF156242.1","XSBN10","Zhao_2018","NCBI","2015-10-26","China","2","2_II_related",0,0,0,1,"2015",148,81
"6017","MF156243.1","XSBN11","Zhao_2018","NCBI","2015-10-28","China","2","2_II_related",0,0,0,1,"2015",148,81
"6018","MF156244.1","XSBN12","Zhao_2018","NCBI","2015-10-28","China","2","2_II_related",0,0,0,1,"2015",148,81
"6019","MF156245.1","XSBN13","Zhao_2018","NCBI","2015-10-28","China","2","2_II_related",0,0,0,1,"2015",148,81
"6020","MF156246.1","XSBN14","Zhao_2018","NCBI","2015-10-28","China","2","2_II_related",0,0,0,1,"2015",148,81
"6021","MF156247.1","XSBN15","Zhao_2018","NCBI","2015-10-28","China","2","2_II_related",0,0,0,1,"2015",148,81
"6022","MF156248.1","XSBN16","Zhao_2018","NCBI","2015-10-28","China","2","2_II_related",0,0,0,1,"2015",148,81
"6023","MF004385.1","Toulon_CNR_25679/2014","Baronti_2018","NCBI","2014-09-06","France","2","2_II",0,0,0,1,"2014",3,3
"6024","MF043956.1","DV01091","Yang_2018","NCBI","2016-XX-XX","China","2","2_II",0,0,0,0,"2016",61,17
"6025","MG779194.1","Mal_002","Kimita_2018","NCBI","2017-XX-XX","Kenya","2","2_II_related",0,0,0,0,"2017",20,16
"6026","MG779195.1","Mal_003","Kimita_2018","NCBI","2017-XX-XX","Kenya","2","2_II_related",0,0,0,0,"2017",20,16
"6027","MG779196.1","Mal_007","Kimita_2018","NCBI","2017-XX-XX","Kenya","2","2_II_related",0,0,0,0,"2017",20,16
"6028","MG779197.1","Mal_011","Kimita_2018","NCBI","2017-XX-XX","Kenya","2","2_II_related",0,0,0,0,"2017",20,16
"6029","MG779198.1","Mal_012","Kimita_2018","NCBI","2017-XX-XX","Kenya","2","2_II_related",0,0,0,0,"2017",20,16
"6030","MG779199.1","Mal_014","Kimita_2018","NCBI","2017-XX-XX","Kenya","2","2_II_related",0,0,0,0,"2017",20,16
"6031","MG779200.1","Mal_016","Kimita_2018","NCBI","2017-XX-XX","Kenya","2","2_II_related",0,0,0,0,"2017",20,16
"6032","MG779201.1","Mal_018","Kimita_2018","NCBI","2017-XX-XX","Kenya","2","2_II_related",0,0,0,0,"2017",20,16
"6033","MG779202.1","Mal_020","Kimita_2018","NCBI","2017-XX-XX","Kenya","2","2_II_related",0,0,0,0,"2017",20,16
"6034","MG779203.1","Mal_028","Kimita_2018","NCBI","2017-XX-XX","Kenya","2","2_II_related",0,0,0,0,"2017",20,16
"6035","KY794785.1","100511","Luang-Suarkia_2018","NCBI","2010-05-11","Papua-New-Guinea","2","2_II",0,0,0,1,"2010",2,2
"6036","KY849752.1","LNT555","Castonguay-Vanier_2018","NCBI","2008-09-07","Laos","2","2_V",0,0,0,1,"2008",10,10
"6037","KY849753.1","LNT866","Castonguay-Vanier_2018","NCBI","2009-04-06","Laos","2","2_V",0,0,0,1,"2009",35,35
"6038","KY849754.1","LNT959","Castonguay-Vanier_2018","NCBI","2009-06-23","Laos","2","2_V",0,0,0,1,"2009",35,35
"6039","KY849755.1","SV576","Castonguay-Vanier_2018","NCBI","2010-06-29","Laos","2","2_V",0,0,0,1,"2010",32,32
"6040","KY849756.1","UI15033","Castonguay-Vanier_2018","NCBI","2009-09-02","Laos","2","2_V",0,0,0,1,"2009",35,35
"6041","KY849757.1","LNT1155","Castonguay-Vanier_2018","NCBI","2009-09-25","Laos","2","2_V",0,0,0,1,"2009",35,35
"6042","KY849758.1","SV397","Castonguay-Vanier_2018","NCBI","2009-10-14","Laos","2","2_V",0,0,0,1,"2009",35,35
"6043","KY849759.1","LNT713","Castonguay-Vanier_2018","NCBI","2008-12-06","Laos","2","2_V",0,0,0,1,"2008",10,10
"6044","KY849760.1","LNT1266","Castonguay-Vanier_2018","NCBI","2009-11-09","Laos","2","2_V",0,0,0,1,"2009",35,35
"6045","KY849763.1","UI18384","Castonguay-Vanier_2018","NCBI","2010-09-30","Laos","2","2_V",0,0,0,1,"2010",32,32
"6046","KY849764.1","UI15067","Castonguay-Vanier_2018","NCBI","2009-09-07","Laos","2","2_V",0,0,0,1,"2009",35,35
"6047","KY849765.1","UI15560","Castonguay-Vanier_2018","NCBI","2009-11-06","Laos","2","2_V",0,0,0,1,"2009",35,35
"6048","KY849766.1","UI16615","Castonguay-Vanier_2018","NCBI","2010-04-29","Laos","2","2_V",0,0,0,1,"2010",32,32
"6049","KY849767.1","UI17564","Castonguay-Vanier_2018","NCBI","2010-07-26","Laos","2","2_V",0,0,0,1,"2010",32,32
"6050","KY849768.1","UI17827","Castonguay-Vanier_2018","NCBI","2010-08-13","Laos","2","2_V",0,0,0,1,"2010",32,32
"6051","KY670633.1","D2/Taiwan/407TC9509a","Yang_2018","NCBI","1995-09-XX","Taiwan","2","2_III_related",0,0,0,0,"1995",2,2
"6052","LC367234.1","D2/Hu/India/NIID74/2009","Kuwata_2018","NCBI","2009-10-08","India","2","2_II_related",0,0,0,1,"2009",10,3
"6053","KY474308.1","TD-00048-S","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6054","KY474309.1","RL-00065-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6055","KY474310.1","TD-00080-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6056","KY474311.1","TD-00079-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6057","KY474312.1","TD-00082-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6058","KY474313.1","00127-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6059","KY474314.1","RL-00028-S","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6060","KY474315.1","00147-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6061","KY474316.1","00155-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6062","KY474317.1","TD-00021-S","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6063","KY474318.1","00145-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6064","KY474319.1","TD-00094-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6065","KY474320.1","TD-00093-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6066","KY474321.1","TD-00057-P-2WK","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6067","KY474322.1","TD-00016-S","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6068","KY474323.1","TD-00036-S","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6069","KY474324.1","00143-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6070","KY474325.1","00137-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6071","KY474326.1","TD-00078-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6072","KY474327.1","00142-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6073","KY474328.1","00173-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6074","KY474329.1","00149-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6075","KY474330.1","00104-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6076","KY474331.1","00166-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6077","KY474332.1","TD-00077-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6078","KY474333.1","TD-00074-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6079","KY474334.1","00121-P","Stewart-Ibarra_2018","NCBI","2014-XX-XX","Ecuador","2","2_III",0,0,0,0,"2014",35,33
"6080","MG189962.1","D2_K2_RIJ_059/Dar_es_Salaam_2014","Meschi_2017","NCBI","2014-06-XX","Tanzania","2","2_II",0,0,0,0,"2014",5,5
"6081","KY937185.1","XZXM10610","Jiang_2017","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"6082","KY937186.1","XLLM10666","Jiang_2017","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"6083","KY937187.1","XSMY10589","Jiang_2017","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"6084","KY937188.1","XHZF10615","Jiang_2017","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"6085","KY937189.1","XZW10694","Jiang_2017","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"6086","KY937190.1","XLXY10594","Jiang_2017","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"6087","MF459663.3","YNPE2","Zeng_2017","NCBI","2013-09-09","China","2","2_V",0,0,0,1,"2013",61,43
"6088","KY923048.1","D2Sab2015","Pyke_2017","NCBI","2015-XX-XX","Malaysia","2","2_VI_related",0,0,0,0,"2015",1,1
"6089","KX452015.1","TM16","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6090","KX452016.1","TM35","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6091","KX452017.1","TM38","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6092","KX452018.1","TM39","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6093","KX452019.1","TM61","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6094","KX452020.1","TM74","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6095","KX452021.1","TM101","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6096","KX452022.1","TM103","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6097","KX452023.1","TM106","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6098","KX452024.1","TM107","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6099","KX452025.1","TM109","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6100","KX452026.1","TM113","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6101","KX452027.1","TM120","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6102","KX452028.1","TM121","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6103","KX452029.1","TM123","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6104","KX452030.1","TM132","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6105","KX452031.1","TM135","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6106","KX452032.1","TM136","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6107","KX452033.1","TM151","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6108","KX452034.1","TM175","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6109","KX452035.1","TM199","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6110","KX452036.1","TM203","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6111","KX452037.1","TM209","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6112","KX452038.1","TM210","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6113","KX452039.1","TM220","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6114","KX452040.1","TM223","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6115","KX452041.1","TM243","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6116","KX452042.1","TM244","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6117","KX452043.1","TM246","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6118","KX452044.1","TM266","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6119","KX452045.1","TM280","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6120","KX452046.1","TM289","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6121","KX452047.1","TM292","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6122","KX452048.1","TM308","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6123","KX452049.1","TM324","Hardiyanto_2017","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6124","KY427084.1","RGCB880/2010","Singh_2017","NCBI","2010-09-01","India","2","2_II_related",0,0,0,1,"2010",2,1
"6125","KY427085.1","RGCB921/2011","Singh_2017","NCBI","2011-01-03","India","2","2_II_related",0,0,0,1,"2011",5,1
"6126","KY921904.1","SG/EHI/D2/09423Y14","Hapuarachchi_2017","NCBI","2014-03-XX","Singapore","2","2_II",0,0,0,0,"2014",48,48
"6127","KY921905.1","SG/EHI/D2/09087Y15","Hapuarachchi_2017","NCBI","2015-03-XX","Singapore","2","2_II",0,0,0,0,"2015",36,36
"6128","KY627762.1","7869191/BF/2016","Baronti_2017","NCBI","2016-11-05","Burkina-Faso","2","2_II_related",0,0,0,1,"2016",3,3
"6129","KY627763.1","7754691/BF/2016","Baronti_2017","NCBI","2016-11-21","Burkina-Faso","2","2_II_related",0,0,0,1,"2016",3,3
"6130","KX621245.1","2015-CZ-5","Zhao_2017","NCBI","2015-XX-XX","China","2","2_II",0,0,0,0,"2015",148,67
"6131","KX621246.1","2015-CZ-7","Zhao_2017","NCBI","2015-XX-XX","China","2","2_II",0,0,0,0,"2015",148,67
"6132","KX621247.1","2015-CZ-17","Zhao_2017","NCBI","2015-XX-XX","China","2","2_II",0,0,0,0,"2015",148,67
"6133","KX621248.1","2015-CZ-23","Zhao_2017","NCBI","2015-XX-XX","China","2","2_II",0,0,0,0,"2015",148,67
"6134","KX655786.1","GZ8_12/S/Panyu/2014/DEV2","Zhao_2017","NCBI","2015-XX-XX","China","2","2_II",0,0,0,0,"2015",148,67
"6135","KX655787.1","GZ8_15/S/GZ/2014/DEV2","Zhao_2017","NCBI","2015-XX-XX","China","2","2_II",0,0,0,0,"2015",148,67
"6136","KX655788.1","GZ8_70/M/Baiyun/2013/DEV2","Zhao_2017","NCBI","2015-XX-XX","China","2","2_II",0,0,0,0,"2015",148,67
"6137","KY415992.1","Homo sapiens/Haiti-0078/2014","White_2017","NCBI","2014-06-11","Haiti","2","2_III",0,1,0,1,"2014",4,4
"6138","KU509267.1","DENV2-30","Shihada_2017","NCBI","2010-XX-XX","Guatemala","2","2_III",0,0,0,0,"2010",1,1
"6139","KU509268.1","DENV2-671","Shihada_2017","NCBI","2009-XX-XX","Indonesia","2","2_II",0,0,0,0,"2009",1,1
"6140","KU509269.1","DENV2-973","Shihada_2017","NCBI","2009-XX-XX","Philippines","2","2_II_related",0,0,0,0,"2009",1,1
"6141","KU509271.1","DENV2-2627","Shihada_2017","NCBI","2006-XX-XX","India","2","2_II_related",0,0,0,0,"2006",2,2
"6142","KU509272.1","DENV2-1365","Shihada_2017","NCBI","2009-XX-XX","Thailand","2","2_II",0,0,0,0,"2009",31,23
"6143","KU509273.1","DENV2-3229","Shihada_2017","NCBI","2011-XX-XX","Thailand","2","2_V",0,0,0,0,"2011",250,74
"6144","KU509274.1","DENV2-3519","Shihada_2017","NCBI","2010-XX-XX","Philippines","2","2_II_related",0,0,0,0,"2010",2,2
"6145","KU509275.1","DENV2-3849","Shihada_2017","NCBI","2008-XX-XX","Philippines","2","2_II_related",0,0,0,0,"2008",3,3
"6146","KU509276.1","DENV2-3850","Shihada_2017","NCBI","2008-XX-XX","Philippines","2","2_II_related",0,0,0,0,"2008",3,3
"6147","KU509277.1","DENV2-14706","Shihada_2017","NCBI","2010-XX-XX","Philippines","2","2_II_related",0,0,0,0,"2010",2,2
"6148","KX225485.1","GZ8_13/S/Yuexiu/2014/DEV2","Zhao_2017","NCBI","2015-XX-XX","China","2","2_II",0,0,0,0,"2015",148,67
"6149","KX225486.1","GZ8_19/S/Haizhu/2014/DEV2","Zhao_2017","NCBI","2015-XX-XX","China","2","2_II",0,0,0,0,"2015",148,67
"6150","KU666944.1","TM26","Dhanoa_2016","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6151","KU666947.1","TM213","Dhanoa_2016","NCBI","2014-02-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6152","KU666949.1","TM198","Dhanoa_2016","NCBI","2014-01-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"6153","KX702403.1","Haiti-1/2016","Iovine_2016","NCBI","2016-02-05","Haiti","2","2_III",0,1,0,1,"2016",1,1
"6154","KX702404.1","UF-1/Gainesville/2016","White_2016","NCBI","2016-05-22","Florida(USA)","2","2_III",0,0,1,1,"2016",2,1
"6155","KX274130.1","QML22","Liu_2016","NCBI","2015-XX-XX","Australia","2","2_VI_related",0,0,0,0,"2015",4,4
"6156","KX372564.1","QML16","Liu_2016","NCBI","2015-XX-XX","Australia","2","2_II",0,0,0,0,"2015",4,4
"6157","KU517845.1","PG-CN10-13","Zhang_2016","NCBI","2013-04-23","Papua-New-Guinea","2","2_II",0,0,0,1,"2013",1,1
"6158","KU517846.1","ID-CN18-14","Zhang_2016","NCBI","2014-05-07","Indonesia","2","2_II",0,0,0,1,"2014",4,1
"6159","KU517847.1","PH-CN77-15","Zhang_2016","NCBI","2015-08-03","Philippines","2","2_II",0,0,0,1,"2015",5,1
"6160","KU948303.1","2016_Singapore_NUH_MDC_DENV-2_variant","Lee_2016","NCBI","2016-02-23","Singapore","2","2_II",0,0,0,1,"2016",47,2
"6161","KP188549.1","BR/SJRP/327/2006","Vedovello_2016","NCBI","2006-05-26","Brazil","2","2_III",0,0,0,1,"2006",32,1
"6162","KP188550.1","BR/SJRP/350/2008","Vedovello_2016","NCBI","2008-06-17","Brazil","2","2_III",0,0,0,1,"2008",36,16
"6163","KP188551.1","BR/SJRP/567/2012","Vedovello_2016","NCBI","2012-10-31","Brazil","2","2_III",0,0,0,1,"2012",40,37
"6164","KP188552.1","BR/SJRP/572/2012","Vedovello_2016","NCBI","2012-11-28","Brazil","2","2_III",0,0,0,1,"2012",40,37
"6165","KP188553.1","BR/SJRP/615/2013","Vedovello_2016","NCBI","2013-01-10","Brazil","2","2_III",0,0,0,1,"2013",18,13
"6166","KP188554.1","BR/SJRP/779/2013","Vedovello_2016","NCBI","2013-02-04","Brazil","2","2_III",0,0,0,1,"2013",18,13
"6167","KP188555.1","BR/SJRP/846/2013","Vedovello_2016","NCBI","2013-02-07","Brazil","2","2_III",0,0,0,1,"2013",18,13
"6168","KP188556.1","BR/SJRP/869/2013","Vedovello_2016","NCBI","2013-02-08","Brazil","2","2_III",0,0,0,1,"2013",18,13
"6169","KP188569.1","BR/SJRP/2298/2014","Vedovello_2016","NCBI","2014-04-03","Brazil","2","2_III",0,0,0,1,"2014",6,6
"6170","KX380807.1","D2/SG/CT2/2012","Sung_2016","NCBI","2012-XX-XX","Singapore","2","2_II",0,0,0,0,"2012",117,117
"6171","KX380808.1","D2/SG/CT4/2012","Sung_2016","NCBI","2012-XX-XX","Singapore","2","2_II",0,0,0,0,"2012",117,117
"6172","KX380809.1","D2/SG/CT10/2012","Sung_2016","NCBI","2012-XX-XX","Singapore","2","2_II",0,0,0,0,"2012",117,117
"6173","KX380810.1","D2/SG/CT12/2012","Sung_2016","NCBI","2012-XX-XX","Singapore","2","2_II",0,0,0,0,"2012",117,117
"6174","KX380811.1","D2/SG/CT13/2012","Sung_2016","NCBI","2012-XX-XX","Singapore","2","2_II",0,0,0,0,"2012",117,117
"6175","KX380812.1","D2/SG/CT15/2012","Sung_2016","NCBI","2012-XX-XX","Singapore","2","2_II",0,0,0,0,"2012",117,117
"6176","KX380813.1","D2/SG/CT18/2012","Sung_2016","NCBI","2012-XX-XX","Singapore","2","2_II",0,0,0,0,"2012",117,117
"6177","KX380814.1","D2/SG/CT19/2012","Sung_2016","NCBI","2012-XX-XX","Singapore","2","2_II",0,0,0,0,"2012",117,117
"6178","KX380815.1","D2/SG/CT20/2012","Sung_2016","NCBI","2012-XX-XX","Singapore","2","2_II",0,0,0,0,"2012",117,117
"6179","KX380816.1","D2/SG/CT21/2012","Sung_2016","NCBI","2012-XX-XX","Singapore","2","2_II",0,0,0,0,"2012",117,117
